ID,agent,choice,outcome,RT,block,group,trialno
142,2,,,,3,1,1
142,2,0,0,989.8,3,1,2
142,2,1,0,1495.5,3,1,3
142,2,0,0,640.5,3,1,4
142,2,1,1,930,3,1,5
142,2,0,0,2218,3,1,6
142,2,1,0,925.5,3,1,7
142,2,1,1,966.2,3,1,8
142,2,1,1,905.5,3,1,9
142,2,1,0,1225.6,3,1,10
142,2,0,0,1213.1,3,1,11
142,2,1,1,877.2,3,1,12
142,2,1,0,1066.4,3,1,13
142,2,1,1,1316.9,3,1,14
142,2,1,1,654.1,3,1,15
142,2,1,1,1021.3,3,1,16
143,1,1,1,931,1,1,1
143,1,1,0,637.1,1,1,2
143,1,1,1,659.9,1,1,3
143,1,1,1,650.9,1,1,4
143,1,1,1,677.9,1,1,5
143,1,1,0,747.6,1,1,6
143,1,1,1,659.1,1,1,7
143,1,1,1,616.7,1,1,8
143,1,1,0,703.4,1,1,9
143,1,1,1,742.5,1,1,10
143,1,1,1,895,1,1,11
143,1,0,0,1177.6,1,1,12
143,1,1,0,460.8,1,1,13
143,1,1,1,897.3,1,1,14
143,1,1,1,799.3,1,1,15
143,1,1,1,603.1,1,1,16
143,2,0,0,1813.8,1,1,1
143,2,1,1,1571.8,1,1,2
143,2,1,0,1490.6,1,1,3
143,2,1,1,2132.9,1,1,4
143,2,1,1,1014.7,1,1,5
143,2,1,1,1051.1,1,1,6
143,2,1,0,1407.8,1,1,7
143,2,1,1,867.7,1,1,8
143,2,1,1,789.4,1,1,9
143,2,1,0,700.6,1,1,10
143,2,1,1,1110.4,1,1,11
143,2,1,1,946.8,1,1,12
143,2,1,0,805.2,1,1,13
143,2,1,1,927.3,1,1,14
143,2,1,1,1096,1,1,15
143,2,1,1,1073.8,1,1,16
143,3,0,0,803.2,1,1,1
143,3,1,1,2119.9,1,1,2
143,3,1,1,831,1,1,3
143,3,1,0,1749.4,1,1,4
143,3,1,1,1330.4,1,1,5
143,3,1,0,745.9,1,1,6
143,3,1,1,574.6,1,1,7
143,3,1,1,902.6,1,1,8
143,3,1,0,1626.3,1,1,9
143,3,1,1,805.9,1,1,10
143,3,1,1,717.9,1,1,11
143,3,1,1,644.3,1,1,12
143,3,1,1,638.4,1,1,13
143,3,1,0,585.8,1,1,14
143,3,1,1,581.3,1,1,15
143,3,1,1,778.4,1,1,16
143,2,0,0,1141.6,2,1,1
143,2,1,0,687.7,2,1,2
143,2,1,1,1463.6,2,1,3
143,2,1,1,508.2,2,1,4
143,2,1,1,1470.9,2,1,5
143,2,1,0,857.7,2,1,6
143,2,1,1,651.6,2,1,7
143,2,1,1,763.6,2,1,8
143,2,1,0,746.1,2,1,9
143,2,1,1,731.2,2,1,10
143,2,1,1,1022.2,2,1,11
143,2,1,1,766.5,2,1,12
143,2,1,0,580.4,2,1,13
143,2,1,1,784,2,1,14
143,2,1,1,729.6,2,1,15
143,2,1,1,635.5,2,1,16
143,1,0,0,940,2,1,1
143,1,1,1,683.5,2,1,2
143,1,1,1,1926.6,2,1,3
143,1,1,0,694.1,2,1,4
143,1,1,1,559.9,2,1,5
143,1,1,0,684.4,2,1,6
143,1,1,1,703.5,2,1,7
143,1,1,1,905.7,2,1,8
143,1,1,0,662.3,2,1,9
143,1,1,1,780,2,1,10
143,1,1,1,697.4,2,1,11
143,1,0,0,539.6,2,1,12
143,1,1,1,562.8,2,1,13
143,1,1,0,993.6,2,1,14
143,1,1,1,571.1,2,1,15
143,1,1,1,561.5,2,1,16
143,3,,,,2,1,1
143,3,0,0,864,2,1,2
143,3,1,0,1346.4,2,1,3
143,3,0,0,1215.3,2,1,4
143,3,0,0,960.2,2,1,5
143,3,1,1,555.8,2,1,6
143,3,1,0,527.9,2,1,7
143,3,1,1,477.5,2,1,8
143,3,1,1,529.9,2,1,9
143,3,1,0,561.7,2,1,10
143,3,0,0,1200.5,2,1,11
143,3,1,1,772.8,2,1,12
143,3,1,0,520.9,2,1,13
143,3,1,1,706.1,2,1,14
143,3,1,1,538.4,2,1,15
143,3,1,1,757.5,2,1,16
143,2,1,1,1592.9,3,1,1
143,2,1,1,979.4,3,1,2
143,2,1,1,970.4,3,1,3
143,2,0,1,1063.6,3,1,4
143,2,1,1,868,3,1,5
143,2,1,0,830.1,3,1,6
143,2,1,1,598.9,3,1,7
143,2,1,1,883.2,3,1,8
143,2,0,1,743.8,3,1,9
143,2,1,1,772,3,1,10
143,2,1,1,680.7,3,1,11
143,2,0,0,747.4,3,1,12
143,2,1,1,498.2,3,1,13
143,2,1,0,568.2,3,1,14
143,2,1,1,591,3,1,15
143,2,1,1,1009.6,3,1,16
143,3,1,1,672.8,3,1,1
143,3,1,0,1139.9,3,1,2
143,3,1,1,1170.1,3,1,3
143,3,1,1,1263.9,3,1,4
143,3,1,1,1322,3,1,5
143,3,1,0,1078,3,1,6
143,3,1,1,1013.4,3,1,7
143,3,1,1,1123.8,3,1,8
143,3,1,0,1149.4,3,1,9
143,3,1,1,656.8,3,1,10
143,3,1,1,940.6,3,1,11
143,3,0,0,887.5,3,1,12
143,3,1,0,2113.7,3,1,13
143,3,1,1,1409.4,3,1,14
143,3,1,1,1302,3,1,15
143,3,1,1,1150,3,1,16
143,1,1,1,1088.9,3,1,1
143,1,1,1,837.2,3,1,2
143,1,1,0,1967,3,1,3
143,1,1,1,945.3,3,1,4
143,1,1,1,1449.6,3,1,5
143,1,1,1,2294.6,3,1,6
143,1,0,1,1547,3,1,7
143,1,1,1,1296.1,3,1,8
143,1,1,1,1404.4,3,1,9
143,1,1,0,1306.7,3,1,10
143,1,1,1,1005.6,3,1,11
143,1,1,1,1472.9,3,1,12
143,1,0,1,1637.7,3,1,13
143,1,1,1,1643.3,3,1,14
143,1,1,1,1285.4,3,1,15
143,1,0,0,1498.4,3,1,16
144,3,0,0,2306.9,1,1,1
144,3,0,0,1063.7,1,1,2
144,3,1,0,864.4,1,1,3
144,3,1,1,787,1,1,4
144,3,1,1,827.6,1,1,5
144,3,1,1,1412.9,1,1,6
144,3,0,1,1103.5,1,1,7
144,3,1,1,687.5,1,1,8
144,3,1,1,814.8,1,1,9
144,3,0,1,1061.9,1,1,10
144,3,1,1,1080.5,1,1,11
144,3,1,1,676.2,1,1,12
144,3,1,0,702.5,1,1,13
144,3,0,0,443.6,1,1,14
144,3,1,1,717.7,1,1,15
144,3,1,1,724.4,1,1,16
144,2,0,0,1423.1,1,1,1
144,2,1,0,512.6,1,1,2
144,2,1,1,555.9,1,1,3
144,2,1,1,827.9,1,1,4
144,2,1,1,829.6,1,1,5
144,2,1,0,897.1,1,1,6
144,2,1,1,616.1,1,1,7
144,2,0,0,672.1,1,1,8
144,2,1,0,740.3,1,1,9
144,2,1,1,614,1,1,10
144,2,1,1,1091.6,1,1,11
144,2,1,1,792.8,1,1,12
144,2,1,0,767.1,1,1,13
144,2,1,1,763.2,1,1,14
144,2,1,1,625.4,1,1,15
144,2,1,1,1434.1,1,1,16
144,1,1,1,2114.3,1,1,1
144,1,1,1,1119.8,1,1,2
144,1,1,1,947.5,1,1,3
144,1,1,0,1217.7,1,1,4
144,1,1,1,621.1,1,1,5
144,1,1,0,660.6,1,1,6
144,1,1,1,940.7,1,1,7
144,1,1,1,438.6,1,1,8
144,1,1,0,810,1,1,9
144,1,0,0,608.7,1,1,10
144,1,1,1,582,1,1,11
144,1,1,1,1051.2,1,1,12
144,1,1,1,658.5,1,1,13
144,1,0,1,1105.2,1,1,14
144,1,1,1,928.4,1,1,15
144,1,1,1,725.3,1,1,16
144,3,1,1,2392.6,2,1,1
144,3,1,0,1602.4,2,1,2
144,3,1,1,951.4,2,1,3
144,3,1,1,978.3,2,1,4
144,3,1,1,1179.9,2,1,5
144,3,0,1,1279.3,2,1,6
144,3,1,1,885,2,1,7
144,3,1,1,780.9,2,1,8
144,3,0,1,401.7,2,1,9
144,3,1,1,597.8,2,1,10
144,3,1,1,503.1,2,1,11
144,3,0,0,742.8,2,1,12
144,3,1,0,679.3,2,1,13
144,3,1,1,1136.2,2,1,14
144,3,1,1,1105.4,2,1,15
144,3,1,1,937.3,2,1,16
144,1,1,1,990.1,2,1,1
144,1,1,1,936.3,2,1,2
144,1,1,0,716.2,2,1,3
144,1,1,1,563.6,2,1,4
144,1,1,1,533.7,2,1,5
144,1,1,1,602.3,2,1,6
144,1,1,0,709.7,2,1,7
144,1,1,1,896.2,2,1,8
144,1,1,1,588,2,1,9
144,1,0,1,708.7,2,1,10
144,1,1,1,647.5,2,1,11
144,1,1,1,536,2,1,12
144,1,1,0,660.5,2,1,13
144,1,0,0,660.6,2,1,14
144,1,1,1,603.2,2,1,15
144,1,1,1,512.5,2,1,16
144,3,0,0,1212.5,3,1,1
144,3,0,0,2219.5,3,1,2
144,3,0,0,1027.6,3,1,3
144,3,1,0,1101.2,3,1,4
144,3,1,1,1018.9,3,1,5
144,3,0,1,865.5,3,1,6
144,3,1,1,770.5,3,1,7
144,3,0,0,688.7,3,1,8
144,3,0,1,834.9,3,1,9
144,3,1,1,984.8,3,1,10
144,3,0,0,636.9,3,1,11
144,3,1,1,1021,3,1,12
144,3,1,1,924.3,3,1,13
144,3,1,0,1009.7,3,1,14
144,3,0,0,943.4,3,1,15
144,3,0,0,774.2,3,1,16
144,2,0,0,1215.7,2,1,1
144,2,1,1,1368.6,2,1,2
144,2,1,1,1068.9,2,1,3
144,2,1,0,688.3,2,1,4
144,2,0,0,1616.6,2,1,5
144,2,0,1,1088.3,2,1,6
144,2,1,1,316.4,2,1,7
144,2,1,1,859.7,2,1,8
144,2,1,0,967.7,2,1,9
144,2,1,1,1107.9,2,1,10
144,2,0,0,953.7,2,1,11
144,2,1,1,812.3,2,1,12
144,2,1,1,826.5,2,1,13
144,2,1,0,1420.1,2,1,14
144,2,1,1,518.3,2,1,15
144,2,1,1,1216.3,2,1,16
144,1,0,0,1007.7,3,1,1
144,1,0,1,2050,3,1,2
144,1,0,0,1551.2,3,1,3
144,1,0,0,692.2,3,1,4
144,1,1,1,785.7,3,1,5
144,1,0,1,1069.8,3,1,6
144,1,0,0,1042.8,3,1,7
144,1,0,0,989.6,3,1,8
144,1,1,0,538.4,3,1,9
144,1,0,0,94.8,3,1,10
144,1,0,0,540.9,3,1,11
144,1,1,1,888.2,3,1,12
144,1,0,1,886,3,1,13
144,1,1,1,1020.8,3,1,14
144,1,0,0,1674.9,3,1,15
144,1,0,0,1641.5,3,1,16
144,2,0,0,990.1,3,1,1
144,2,0,0,965,3,1,2
144,2,1,0,2550.4,3,1,3
144,2,0,0,1077.4,3,1,4
144,2,0,0,695.2,3,1,5
144,2,0,0,587.1,3,1,6
144,2,0,1,828,3,1,7
144,2,0,0,1002.3,3,1,8
144,2,0,0,606.7,3,1,9
144,2,1,0,507.8,3,1,10
144,2,1,1,1051.7,3,1,11
144,2,0,0,822.2,3,1,12
144,2,0,1,565.6,3,1,13
144,2,1,1,681,3,1,14
144,2,0,0,779.7,3,1,15
144,2,0,0,919.6,3,1,16
145,1,1,1,1133.1,1,1,1
145,1,1,0,489.2,1,1,2
145,1,0,0,793.7,1,1,3
145,1,1,1,1011.1,1,1,4
145,1,1,1,466.6,1,1,5
145,1,1,0,400.3,1,1,6
145,1,0,0,718.9,1,1,7
145,1,0,0,546.8,1,1,8
145,1,0,1,877.9,1,1,9
145,1,0,0,608.4,1,1,10
145,1,,,,1,1,11
145,1,1,1,1040.4,1,1,12
145,1,1,0,531.3,1,1,13
145,1,1,1,1344,1,1,14
145,1,1,1,877.1,1,1,15
145,1,1,1,834.8,1,1,16
145,2,1,1,1145,1,1,1
145,2,0,0,2629.4,1,1,2
145,2,1,0,2569.8,1,1,3
145,2,0,0,1614.3,1,1,4
145,2,1,1,1228.1,1,1,5
145,2,0,0,1036.7,1,1,6
145,2,0,1,1555.8,1,1,7
145,2,,,,1,1,8
145,2,1,1,935.1,1,1,9
145,2,1,0,1850.1,1,1,10
145,2,0,0,1398.8,1,1,11
145,2,,,,1,1,12
145,2,1,0,1151.9,1,1,13
145,2,0,0,1587,1,1,14
145,2,0,0,1745.9,1,1,15
145,2,,,,1,1,16
145,3,0,0,748.9,1,1,1
145,3,1,1,1172.1,1,1,2
145,3,1,1,49.1,1,1,3
145,3,,,,1,1,4
145,3,,,,1,1,5
145,3,1,0,2926,1,1,6
145,3,1,1,2354.6,1,1,7
145,3,,,,1,1,8
145,3,,,,1,1,9
145,3,,,,1,1,10
145,3,,,,1,1,11
145,3,,,,1,1,12
145,3,,,,1,1,13
145,3,,,,1,1,14
145,3,0,0,548.7,1,1,15
145,3,,,,1,1,16
145,2,,,,2,1,1
145,2,,,,2,1,2
145,2,,,,2,1,3
145,2,,,,2,1,4
145,2,,,,2,1,5
145,2,,,,2,1,6
145,2,,,,2,1,7
145,2,0,0,2220,2,1,8
145,2,0,1,1271,2,1,9
145,2,,,,2,1,10
145,2,,,,2,1,11
145,2,1,1,1072.8,2,1,12
145,2,1,0,2700.2,2,1,13
145,2,,,,2,1,14
145,2,0,0,1460.3,2,1,15
145,2,0,0,2011.1,2,1,16
145,1,0,0,1060.7,2,1,1
145,1,,,,2,1,2
145,1,,,,2,1,3
145,1,,,,2,1,4
145,1,0,0,1924.3,2,1,5
145,1,,,,2,1,6
145,1,,,,2,1,7
145,1,,,,2,1,8
145,1,,,,2,1,9
145,1,,,,2,1,10
145,1,,,,2,1,11
145,1,,,,2,1,12
145,1,,,,2,1,13
145,1,,,,2,1,14
145,1,,,,2,1,15
145,1,,,,2,1,16
145,3,1,1,907.5,2,1,1
145,3,1,1,1295.1,2,1,2
145,3,1,0,791.7,2,1,3
145,3,0,0,1303.3,2,1,4
145,3,0,0,981.1,2,1,5
145,3,1,1,1567,2,1,6
145,3,,,,2,1,7
145,3,,,,2,1,8
145,3,1,1,1467.8,2,1,9
145,3,1,0,806.3,2,1,10
145,3,1,1,950.6,2,1,11
145,3,1,1,884.9,2,1,12
145,3,,,,2,1,13
145,3,1,1,1490.4,2,1,14
145,3,1,1,962.5,2,1,15
145,3,0,0,830.4,2,1,16
145,2,0,0,1552.3,3,1,1
145,2,0,0,1834.9,3,1,2
145,2,1,1,732.5,3,1,3
145,2,0,1,964.6,3,1,4
145,2,1,1,1220.8,3,1,5
145,2,1,0,484.5,3,1,6
145,2,1,1,1781,3,1,7
145,2,,,,3,1,8
145,2,,,,3,1,9
145,2,,,,3,1,10
145,2,,,,3,1,11
145,2,1,1,1439.2,3,1,12
145,2,,,,3,1,13
145,2,0,1,625.6,3,1,14
145,2,,,,3,1,15
145,2,1,1,803,3,1,16
145,3,,,,3,1,1
145,3,0,1,1434.3,3,1,2
145,3,,,,3,1,3
145,3,0,0,1002.4,3,1,4
145,3,0,0,611.4,3,1,5
145,3,,,,3,1,6
145,3,,,,3,1,7
145,3,0,0,700.2,3,1,8
145,3,,,,3,1,9
145,3,1,1,1143.5,3,1,10
145,3,1,1,377.1,3,1,11
145,3,,,,3,1,12
145,3,,,,3,1,13
145,3,,,,3,1,14
145,3,,,,3,1,15
145,3,,,,3,1,16
145,1,,,,3,1,1
145,1,,,,3,1,2
145,1,,,,3,1,3
145,1,,,,3,1,4
145,1,,,,3,1,5
145,1,,,,3,1,6
145,1,,,,3,1,7
145,1,,,,3,1,8
145,1,,,,3,1,9
145,1,,,,3,1,10
145,1,,,,3,1,11
145,1,,,,3,1,12
145,1,1,0,2149.9,3,1,13
145,1,0,0,857.1,3,1,14
145,1,,,,3,1,15
145,1,,,,3,1,16
146,1,1,1,2151.5,1,1,1
146,1,1,0,560.2,1,1,2
146,1,1,1,417.2,1,1,3
146,1,1,1,663,1,1,4
146,1,1,1,647.6,1,1,5
146,1,1,0,441.3,1,1,6
146,1,1,1,563,1,1,7
146,1,1,1,495.1,1,1,8
146,1,1,0,643.3,1,1,9
146,1,1,1,961.2,1,1,10
146,1,1,1,725.1,1,1,11
146,1,1,1,549.9,1,1,12
146,1,1,0,604.1,1,1,13
146,1,1,1,615.4,1,1,14
146,1,1,1,1182.9,1,1,15
146,1,1,1,1247.5,1,1,16
146,2,0,0,2188.8,1,1,1
146,2,1,1,750.1,1,1,2
146,2,1,0,977.7,1,1,3
146,2,1,1,864.7,1,1,4
146,2,1,1,815.1,1,1,5
146,2,1,1,806.5,1,1,6
146,2,1,0,1071.1,1,1,7
146,2,1,1,794.2,1,1,8
146,2,1,1,906.2,1,1,9
146,2,1,0,792.2,1,1,10
146,2,1,1,697.9,1,1,11
146,2,1,1,622.7,1,1,12
146,2,1,0,1311,1,1,13
146,2,1,1,968.1,1,1,14
146,2,1,1,1018.5,1,1,15
146,2,1,1,1386.2,1,1,16
146,3,0,0,2081.1,1,1,1
146,3,1,1,1024.5,1,1,2
146,3,1,1,1277.2,1,1,3
146,3,1,0,799.3,1,1,4
146,3,1,1,619.6,1,1,5
146,3,1,0,797.5,1,1,6
146,3,1,1,779.9,1,1,7
146,3,1,1,1690.7,1,1,8
146,3,1,0,665.6,1,1,9
146,3,1,1,704.1,1,1,10
146,3,1,1,870.6,1,1,11
146,3,1,1,717.2,1,1,12
146,3,,,,1,1,13
146,3,1,0,672.4,1,1,14
146,3,1,1,1277.7,1,1,15
146,3,1,1,795.9,1,1,16
146,2,1,1,2177.3,2,1,1
146,2,1,0,693.7,2,1,2
146,2,1,1,969.6,2,1,3
146,2,1,1,1314.9,2,1,4
146,2,1,1,917.8,2,1,5
146,2,1,0,559.8,2,1,6
146,2,1,1,699,2,1,7
146,2,1,1,1681.5,2,1,8
146,2,1,0,1672.5,2,1,9
146,2,1,1,677.9,2,1,10
146,2,1,1,1720.8,2,1,11
146,2,1,1,1842.6,2,1,12
146,2,1,0,590.9,2,1,13
146,2,1,1,770,2,1,14
146,2,1,1,1311.3,2,1,15
146,2,1,1,1528,2,1,16
146,1,0,0,1625.8,2,1,1
146,1,1,1,2830.1,2,1,2
146,1,1,1,1765.5,2,1,3
146,1,1,0,459.6,2,1,4
146,1,1,1,709.8,2,1,5
146,1,1,0,1819.8,2,1,6
146,1,1,1,729,2,1,7
146,1,1,1,2535.1,2,1,8
146,1,1,0,1457.2,2,1,9
146,1,1,1,888,2,1,10
146,1,1,1,1903.1,2,1,11
146,1,1,1,1000.7,2,1,12
146,1,1,1,613.7,2,1,13
146,1,,,,2,1,14
146,1,1,1,793.5,2,1,15
146,1,1,1,782,2,1,16
146,3,0,0,1839.3,2,1,1
146,3,0,0,864.9,2,1,2
146,3,1,0,1560.6,2,1,3
146,3,1,1,829,2,1,4
146,3,1,1,954.4,2,1,5
146,3,1,1,2287.2,2,1,6
146,3,1,0,1637.2,2,1,7
146,3,1,1,2462.3,2,1,8
146,3,1,1,1782.9,2,1,9
146,3,1,0,1750.5,2,1,10
146,3,1,1,985,2,1,11
146,3,1,1,870.9,2,1,12
146,3,1,0,600.6,2,1,13
146,3,1,1,1121.3,2,1,14
146,3,1,1,625.6,2,1,15
146,3,1,1,406.3,2,1,16
146,2,0,0,2885.4,3,1,1
146,2,0,0,1353.7,3,1,2
146,2,0,0,1315.9,3,1,3
146,2,1,0,2767.2,3,1,4
146,2,0,0,1465.9,3,1,5
146,2,1,0,1358.1,3,1,6
146,2,0,0,1115.9,3,1,7
146,2,0,0,1546.2,3,1,8
146,2,1,0,766.3,3,1,9
146,2,1,1,1123.8,3,1,10
146,2,0,0,1328.4,3,1,11
146,2,,,,3,1,12
146,2,1,1,1771.1,3,1,13
146,2,1,0,909.8,3,1,14
146,2,1,1,2703.5,3,1,15
146,2,1,1,867.5,3,1,16
146,3,1,1,1815.9,3,1,1
146,3,1,0,473.4,3,1,2
146,3,1,1,482.5,3,1,3
146,3,1,1,371.3,3,1,4
146,3,1,1,614,3,1,5
146,3,1,0,1478.5,3,1,6
146,3,1,1,752.6,3,1,7
146,3,1,1,720.4,3,1,8
146,3,1,0,685,3,1,9
146,3,1,1,815.4,3,1,10
146,3,1,1,1156.2,3,1,11
146,3,1,1,1596.2,3,1,12
146,3,1,0,1019.6,3,1,13
146,3,,,,3,1,14
146,3,1,1,1094.5,3,1,15
146,3,,,,3,1,16
146,1,1,1,1406,3,1,1
146,1,1,1,1221,3,1,2
146,1,1,0,1473.6,3,1,3
146,1,1,1,691.1,3,1,4
146,1,,,,3,1,5
146,1,1,1,1678.1,3,1,6
146,1,1,0,909,3,1,7
146,1,1,1,655.3,3,1,8
146,1,1,1,1376.9,3,1,9
146,1,1,0,983.2,3,1,10
146,1,1,1,581.8,3,1,11
146,1,1,1,562.3,3,1,12
146,1,1,0,575.2,3,1,13
146,1,1,1,879,3,1,14
146,1,1,1,1362.5,3,1,15
146,1,1,1,1695.4,3,1,16
147,2,1,1,1414.7,1,1,1
147,2,1,0,741.7,1,1,2
147,2,1,1,724.4,1,1,3
147,2,1,1,851.9,1,1,4
147,2,1,1,1021.3,1,1,5
147,2,1,0,920,1,1,6
147,2,1,1,685,1,1,7
147,2,1,1,609.7,1,1,8
147,2,1,0,545.3,1,1,9
147,2,1,1,852.9,1,1,10
147,2,1,1,454.4,1,1,11
147,2,1,1,674.8,1,1,12
147,2,1,0,500.3,1,1,13
147,2,1,1,531.7,1,1,14
147,2,1,1,699.2,1,1,15
147,2,1,1,511.1,1,1,16
147,1,1,1,1330.9,1,1,1
147,1,1,0,974.1,1,1,2
147,1,1,1,724.2,1,1,3
147,1,1,1,677.7,1,1,4
147,1,1,1,551.9,1,1,5
147,1,1,0,470.5,1,1,6
147,1,1,1,607.5,1,1,7
147,1,1,1,343.1,1,1,8
147,1,1,0,380.4,1,1,9
147,1,1,1,566,1,1,10
147,1,1,1,669.4,1,1,11
147,1,1,1,595.4,1,1,12
147,1,1,0,424.9,1,1,13
147,1,0,0,1282.4,1,1,14
147,1,1,1,983.6,1,1,15
147,1,1,1,442.1,1,1,16
147,3,0,0,1159.4,1,1,1
147,3,1,1,797.9,1,1,2
147,3,0,0,1045.6,1,1,3
147,3,1,0,705.1,1,1,4
147,3,1,1,1042.5,1,1,5
147,3,1,0,776.9,1,1,6
147,3,1,1,758,1,1,7
147,3,1,1,719.3,1,1,8
147,3,1,0,756.9,1,1,9
147,3,1,1,792.5,1,1,10
147,3,1,1,938.4,1,1,11
147,3,1,1,740.4,1,1,12
147,3,1,1,983.5,1,1,13
147,3,1,0,690.6,1,1,14
147,3,1,1,628.8,1,1,15
147,3,1,1,874.3,1,1,16
147,1,1,1,1240.4,2,1,1
147,1,1,1,841.6,2,1,2
147,1,1,1,665.4,2,1,3
147,1,1,0,507.7,2,1,4
147,1,1,1,780.1,2,1,5
147,1,1,0,1070.9,2,1,6
147,1,1,1,426.6,2,1,7
147,1,1,1,637,2,1,8
147,1,1,0,640.4,2,1,9
147,1,1,1,791,2,1,10
147,1,1,1,714,2,1,11
147,1,1,1,606.7,2,1,12
147,1,1,1,667.7,2,1,13
147,1,1,0,887,2,1,14
147,1,1,1,518.9,2,1,15
147,1,1,1,836.1,2,1,16
147,3,0,0,810.7,2,1,1
147,3,0,0,504.6,2,1,2
147,3,1,0,762.4,2,1,3
147,3,1,1,651,2,1,4
147,3,1,1,738.7,2,1,5
147,3,1,1,979,2,1,6
147,3,1,0,475.4,2,1,7
147,3,1,1,760.3,2,1,8
147,3,1,1,1032.6,2,1,9
147,3,1,0,834.7,2,1,10
147,3,0,0,1080.5,2,1,11
147,3,1,1,901.4,2,1,12
147,3,1,0,998.1,2,1,13
147,3,1,1,604.8,2,1,14
147,3,1,1,853.3,2,1,15
147,3,1,1,693.9,2,1,16
147,2,0,0,1063.6,2,1,1
147,2,1,1,1031.9,2,1,2
147,2,1,1,460.3,2,1,3
147,2,1,0,501.8,2,1,4
147,2,1,1,826.4,2,1,5
147,2,1,0,727,2,1,6
147,2,1,1,445.5,2,1,7
147,2,1,1,930.7,2,1,8
147,2,1,0,599.6,2,1,9
147,2,1,1,825,2,1,10
147,2,1,1,766.5,2,1,11
147,2,1,1,1073.1,2,1,12
147,2,1,1,819.6,2,1,13
147,2,1,0,687.2,2,1,14
147,2,1,1,1013.7,2,1,15
147,2,1,1,850.9,2,1,16
147,1,0,0,1103.5,3,1,1
147,1,0,0,1381.2,3,1,2
147,1,0,1,676.7,3,1,3
147,1,1,1,522.1,3,1,4
147,1,1,1,588.5,3,1,5
147,1,1,1,619.8,3,1,6
147,1,1,0,556,3,1,7
147,1,1,1,442.5,3,1,8
147,1,1,1,586.9,3,1,9
147,1,1,0,610.7,3,1,10
147,1,1,1,418.3,3,1,11
147,1,1,1,807.1,3,1,12
147,1,1,0,502.8,3,1,13
147,1,1,1,485.8,3,1,14
147,1,1,1,645.1,3,1,15
147,1,1,1,461.6,3,1,16
147,2,1,1,1159.8,3,1,1
147,2,1,1,831.9,3,1,2
147,2,0,1,510.2,3,1,3
147,2,0,0,360.5,3,1,4
147,2,1,1,823.6,3,1,5
147,2,1,1,983.4,3,1,6
147,2,1,0,836,3,1,7
147,2,1,1,818.8,3,1,8
147,2,1,1,884,3,1,9
147,2,1,0,605.1,3,1,10
147,2,1,1,535.3,3,1,11
147,2,1,1,904.7,3,1,12
147,2,1,0,748,3,1,13
147,2,1,1,760.7,3,1,14
147,2,1,1,641.2,3,1,15
147,2,1,1,838.4,3,1,16
147,3,1,1,980.7,3,1,1
147,3,1,0,1122.8,3,1,2
147,3,1,1,464.7,3,1,3
147,3,1,1,836.9,3,1,4
147,3,1,1,542.3,3,1,5
147,3,1,0,634.7,3,1,6
147,3,1,1,625.7,3,1,7
147,3,1,1,751.6,3,1,8
147,3,1,0,550.1,3,1,9
147,3,1,1,625.6,3,1,10
147,3,1,1,790.9,3,1,11
147,3,1,1,623.3,3,1,12
147,3,1,0,863.4,3,1,13
147,3,1,1,665,3,1,14
147,3,1,1,660.3,3,1,15
147,3,1,1,663.4,3,1,16
148,2,0,0,1296.6,1,1,1
148,2,1,0,453.6,1,1,2
148,2,1,1,345.4,1,1,3
148,2,1,1,722,1,1,4
148,2,1,1,615.7,1,1,5
148,2,1,0,403.4,1,1,6
148,2,1,1,536.3,1,1,7
148,2,1,1,541,1,1,8
148,2,1,0,488.8,1,1,9
148,2,1,1,837.8,1,1,10
148,2,1,1,334.9,1,1,11
148,2,1,1,442.1,1,1,12
148,2,1,0,477.4,1,1,13
148,2,1,1,519.3,1,1,14
148,2,1,1,457.4,1,1,15
148,2,1,1,696.1,1,1,16
148,1,0,0,1217.3,1,1,1
148,1,1,0,563.3,1,1,2
148,1,1,1,281.6,1,1,3
148,1,1,1,399,1,1,4
148,1,1,1,450.7,1,1,5
148,1,1,0,677,1,1,6
148,1,1,1,865.2,1,1,7
148,1,1,1,748.6,1,1,8
148,1,1,0,462.3,1,1,9
148,1,0,0,619.8,1,1,10
148,1,1,1,509,1,1,11
148,1,1,1,596.5,1,1,12
148,1,1,0,583.1,1,1,13
148,1,1,1,458.6,1,1,14
148,1,1,1,525.3,1,1,15
148,1,1,1,503.7,1,1,16
148,3,1,1,1214.7,1,1,1
148,3,1,1,373.2,1,1,2
148,3,1,1,481.6,1,1,3
148,3,1,0,830.8,1,1,4
148,3,1,1,1123.6,1,1,5
148,3,1,0,487.8,1,1,6
148,3,1,1,430,1,1,7
148,3,1,1,489.5,1,1,8
148,3,1,0,565,1,1,9
148,3,1,1,439.3,1,1,10
148,3,1,1,491.9,1,1,11
148,3,1,1,382.8,1,1,12
148,3,1,1,452.3,1,1,13
148,3,1,0,535.1,1,1,14
148,3,1,1,394.7,1,1,15
148,3,1,1,433.4,1,1,16
148,1,1,1,1003.3,2,1,1
148,1,1,1,503.5,2,1,2
148,1,1,1,410.5,2,1,3
148,1,1,0,613.4,2,1,4
148,1,1,1,439.9,2,1,5
148,1,1,0,586.4,2,1,6
148,1,1,1,424.7,2,1,7
148,1,1,1,527.5,2,1,8
148,1,1,0,503.7,2,1,9
148,1,1,1,509.9,2,1,10
